x1,x2,label
0.337349,-0.852298,0
-0.575979,-0.254533,0
0.169359,-0.217956,2
-0.561406,1.698611,1
-0.058468,1.382806,1
0.455444,1.404377,1
0.748580,-1.625579,0
1.185529,1.233029,1
0.370204,0.235245,1
-0.642851,0.321710,0
1.455949,-0.742804,1
0.037209,-1.154901,0
0.297322,0.203979,1
0.779886,-1.314729,0
0.547732,-0.346172,1
0.219620,-0.169649,2
-1.123512,-0.257920,0
-0.137250,0.823218,1
0.408881,0.813972,1
-0.015155,-0.326392,0
2.115762,-0.711972,1
0.822903,-1.881244,0
1.096725,1.857169,1
1.092819,-0.646920,1
3.429147,-1.194156,1
-1.185840,-1.972729,0
-0.220118,0.707393,1
1.395566,0.108066,1
-0.011662,-0.560964,0
1.508604,0.150949,1
-2.121107,-1.272288,0
1.335119,-0.309794,1
-1.135769,-0.528844,0
0.003964,-2.291336,0
0.311713,-0.365312,2
0.921854,-0.693281,1
0.801670,0.227286,1
-0.520958,1.069875,1
0.204129,-0.501795,0
-0.324171,0.595564,1
-1.232523,0.207316,0
-0.210163,-0.903864,0
-1.172424,-1.390983,0
2.171918,0.503968,1
-0.930915,-1.352220,0
-0.623083,-0.481767,0
0.423831,-0.147660,1
-1.642131,-2.154188,0
0.840552,-0.694534,2
1.475050,-0.056678,1
-0.432754,0.020174,0
-0.349975,-0.631523,0
-2.473619,0.495978,0
-0.494641,0.356860,2
0.606240,-0.618252,2
-1.244275,1.121470,2
0.555308,0.868181,1
1.235715,-0.900535,1
0.081235,-0.380883,0
-0.209269,0.853708,1
0.498631,0.115540,1
0.773972,0.241247,1
0.360220,-1.154793,0
1.472117,-0.579665,1
-0.432238,0.216419,0
-1.763331,-0.830227,0
-0.119870,-1.404278,0
-0.867811,2.183941,1
-1.119051,-1.400009,0
-0.175582,0.252186,2
-0.924810,0.166357,0
-1.048921,0.855287,2
0.552704,0.917178,1
1.859437,1.192906,1
0.366277,0.110429,1
-0.906769,-0.260185,0
-0.691658,1.726591,1
0.865276,-0.822368,2
0.616144,-0.809762,2
-0.756716,-0.819089,0
-1.236986,1.358461,2
1.216239,0.404463,1
-0.528477,0.342397,2
-0.536177,-0.148084,0
0.069844,-0.752948,0
0.621023,-0.968780,0
0.727780,-0.743820,2
1.791106,-1.346527,1
-0.785764,-0.878658,0
-2.137972,1.041661,0
-0.193445,-0.028856,0
1.784997,-0.384485,1
1.500172,-0.121408,1
-0.595183,-0.860032,0
0.276352,0.217071,1
-1.232729,-1.121435,0
-0.977132,-0.279840,0
-0.932016,0.412064,0
-1.211037,-0.667711,0
1.457874,-1.271727,2
-0.277333,-0.126391,0
-0.960696,1.217478,1
1.152554,0.003251,1
1.638603,-0.507551,1
-0.319844,-2.090025,0
0.614231,1.881363,1
-1.180290,0.852850,0
-0.507247,0.436282,2
1.276507,0.164692,1
1.371584,-1.085226,1
0.625834,0.646739,1
0.096679,-0.157668,2
1.989710,0.594349,1
-0.049214,0.355733,1
0.799728,-0.612670,2
-0.839272,2.070695,1
-0.905454,0.383272,0
-0.615841,-1.014599,0
-0.542545,-0.659983,0
0.007131,-1.103649,0
-1.593215,0.893189,0
0.175431,-0.924974,0
0.169526,1.167877,1
-1.438341,-1.757446,0
0.657940,-0.491408,2
-0.588748,0.030537,0
-1.181116,1.355843,2
-0.190243,-0.512353,0
1.000648,-0.589187,1
-0.734269,-0.899925,0
-0.459113,0.893282,1
0.370784,-0.750982,0
0.046490,-0.821665,0
0.584397,-0.148382,1
-0.695219,0.881583,2
-0.144957,-0.132207,0
-0.856322,0.871494,2
-0.345412,1.520656,1
-0.242214,-0.685738,0
1.552370,-0.252382,1
0.643309,-1.663769,0
0.488562,-1.051363,0
-0.878507,0.156993,0
-0.004214,-0.700974,0
1.108251,0.553631,1
-0.424638,-0.644925,0
0.188462,-1.484999,0
0.010911,0.170803,2
-0.029757,-0.849642,0
1.502840,-0.506145,1
1.370141,0.315586,1
0.017991,0.796032,1
0.197579,0.538083,1
-0.135371,-1.014757,0
-0.273582,1.046956,1
0.180104,0.928770,1
-0.353824,-0.780441,0
0.198419,-0.368552,2
-0.424693,-1.082860,0
0.733362,-1.282877,0
-1.845447,1.057044,0
-0.967003,-1.136351,0
1.696054,-0.525869,1
-0.285251,-1.744363,0
0.073870,-0.811073,0
-0.248669,-0.201335,0
1.173723,-1.064904,2
-0.797626,-0.127114,0
0.678858,-1.711796,0
0.752657,-0.055306,1
-0.626944,0.428775,2
-1.435991,-0.558583,0
-0.292518,-0.925697,0
-0.888615,-0.713797,0
-0.899760,-0.641734,0
-0.843742,1.189414,1
2.237619,0.523048,1
-0.154567,-1.657370,0
-0.146696,0.499332,1
0.962877,-0.195893,1
-0.872890,1.302765,1
1.318544,0.549711,1
1.241889,-0.081818,1
0.386124,-1.127215,0
-0.383832,-0.212497,0
0.193708,-0.249338,2
0.502840,0.624539,1
1.326724,-1.720448,0
1.852701,1.328543,1
-0.774507,-0.056082,0
-0.168805,-0.232875,0
2.749163,2.178516,1
-0.105135,1.219007,1
0.030950,0.282965,1
1.037482,1.235063,1
-1.730085,-0.525875,0
-1.200392,-0.985461,0
1.367233,0.416301,1
-0.442113,-0.306681,0
-0.454314,-0.386574,0
-0.726452,-0.067310,0
-1.570938,-1.008907,0
0.007269,-2.353316,0
0.279003,-0.264240,2
1.048554,1.034420,1
0.264804,0.246985,1
0.288452,0.782571,1
0.932509,-0.191053,1
0.399469,-1.611765,0
-0.634792,0.554528,2
-2.542748,-0.345941,0
-0.255143,0.040100,0
0.522984,0.626794,1
-3.143786,-0.207231,0
1.325344,0.462529,1
0.791522,-0.774155,2
-2.382554,-1.351159,0
-0.263143,1.195709,1
0.233448,1.299534,1
0.388717,-1.398877,0
-0.189176,2.489743,1
0.182500,0.016537,2
1.162578,-0.197744,1
-0.324146,-1.466946,0
-0.333100,-0.659399,0
-0.414582,1.607395,1
-1.495544,-0.596098,0
-1.469713,-0.088431,0
-0.338684,0.895961,1
-0.455461,-0.544274,0
-0.776266,-0.648679,0
-1.172965,-1.376699,0
-2.082631,-0.192579,0
-0.423155,0.684071,1
0.625713,-1.574017,0
-1.281999,0.993602,0
-0.033221,0.709130,1
0.467268,0.623322,1
-1.471658,0.161326,0
0.679940,-0.406101,1
-0.911251,-1.072669,0
1.026759,-0.367027,1
0.409110,-0.508312,2
1.254245,-0.102602,1
0.447775,-0.829706,0
-0.508532,0.628642,2
0.939079,1.906532,1
0.163765,-0.003987,2
-0.468018,-0.663362,0
-0.012572,-0.237540,0
0.026008,2.275138,1
-0.217905,0.040703,2
-2.568419,0.100073,0
-1.282067,0.199397,0
-0.760234,-0.180758,0
0.551500,0.911612,1
0.341262,0.136112,1
0.149620,1.406649,1
-0.401819,-0.220167,0
0.126836,1.019050,1
-1.134976,1.101937,2
-0.171958,1.001800,1
-0.946734,-0.657971,0
0.715188,0.549221,1
-0.277086,-0.272864,0
-0.151459,-0.035759,2
-0.261572,2.259817,1
-1.480924,0.103551,0
-1.762851,-0.378730,0
-1.197264,-0.249228,0
0.463472,-1.669213,0
-0.007746,0.733789,1
-0.924361,0.103612,0
-1.418765,0.396149,0
-1.798352,0.466119,0
-0.785579,0.058504,0
0.106066,-0.458428,0
0.414512,-0.474462,2
-0.567635,0.745802,2
0.423495,-0.130769,1
0.919297,0.221702,1
0.087258,0.618600,1
0.812962,-0.798029,2
-0.606350,0.129279,0
0.346977,0.422752,1
0.449259,-1.232473,0
0.015492,-0.782102,0
-1.020097,0.746136,0
2.080493,-0.792626,1
1.334023,1.348845,1
-1.191592,-0.265427,0
-0.548432,1.162973,1
-0.428357,1.265494,1
0.047038,-0.064253,2
-1.122624,1.407470,1
-0.901335,-0.003327,0
-0.330548,-0.186539,0
-2.269628,-0.267296,0
-0.591413,0.444421,2
2.333896,-0.328983,1
0.103983,0.292972,1
0.735496,0.971062,1
-1.726712,-0.211384,0
-0.351682,3.198972,1
-1.784892,-0.514791,0
2.239985,-0.035102,1
1.201313,0.700751,1
0.031188,-0.240108,0
-1.399348,-1.609829,0
-1.236887,0.756898,0
-0.350397,-1.299140,0
-1.213268,-1.132684,0
-0.189758,-2.967310,0
-0.257509,1.315095,1
0.382594,-0.475503,2
-0.944261,-0.700736,0
-1.392690,1.062279,0
0.578278,-0.191755,1
-0.179990,-0.321299,0
0.605630,0.524262,1
0.930846,1.075404,1
1.000069,0.891964,1
2.581880,-0.525342,1
-0.608253,-1.107143,0
-1.335000,0.973419,0
-0.480506,-0.640028,0
1.582512,-1.138298,1
-0.033523,1.141181,1
-1.027256,0.004331,0
-0.439636,0.709864,1
-2.131392,-0.311305,0
0.215648,0.591578,1
-1.420255,1.594561,2
-1.111369,1.165336,2
0.056390,0.423402,1
1.134866,-0.545175,1
0.779460,-1.326944,0
-1.140339,2.175887,1
-1.514414,-0.504766,0
-0.270197,-2.083013,0
-2.362773,-0.102795,0
1.734269,-0.213319,1
0.996256,0.289790,1
0.254980,-0.992389,0
-1.767166,-0.025234,0
-0.635009,-0.914271,0
1.605822,0.393919,1
-0.677706,0.133964,0
-1.474073,-2.697334,0
0.201997,0.093088,1
-0.756131,-0.492325,0
-0.988380,0.586247,0
0.186080,-0.623896,0
-0.834153,0.427415,0
2.157518,-0.400117,1
0.311047,1.003127,1
-0.621321,-1.069918,0
-1.273277,-0.129785,0
-1.072896,-0.979007,0
-0.979711,1.282713,1
-0.817424,-0.387664,0
-0.536254,-1.521723,0
1.276242,2.456447,1
0.515482,0.071913,1
-0.406577,1.016304,1
0.263257,0.119608,1
1.354441,-1.171383,2
1.183140,0.546883,1
0.679684,-0.235305,1
0.152383,0.900868,1
2.020020,-0.330049,1
0.183623,-0.325194,2
1.426931,1.740092,1
0.573778,0.306823,1
-0.432155,-0.892246,0
0.243342,0.514496,1
1.362239,0.497678,1
1.206730,-1.474562,0
-0.784426,0.690250,2
-0.320795,0.657762,1
-2.680461,-0.556268,0
0.288472,0.042056,1
0.189096,-0.504921,0
-1.027497,-2.892400,0
2.644273,-1.198977,1
0.718758,0.289215,1
0.521450,-1.196094,0
-1.339615,0.308750,0
-0.800443,0.250491,0
-0.413086,-1.345618,0
1.017325,0.307808,1
1.138069,-1.070441,2
1.203003,-2.377464,0
-0.081508,-0.270055,0
-1.797402,0.603500,0
1.230178,-1.113740,2
-0.767905,0.344997,0
-0.425729,-0.633977,0
1.863647,1.758162,1
0.424866,-1.694951,0
0.293756,0.953110,1
1.125824,0.981761,1
-0.121148,0.153944,2
-0.002779,0.711432,1
-1.132809,-0.455319,0
-0.068229,-0.528173,0
0.309079,-1.106423,0
-1.899489,0.069161,0
0.809596,0.860470,1
0.522011,1.517380,1
0.316296,0.115315,1
1.437544,-1.860957,0
0.658265,1.861064,1
1.412695,1.857103,1
-0.525086,-0.713344,0
1.712620,0.278777,1
0.788229,-0.493601,1
