experiment_id,timestamp,x,y,true_label,before_rotation_prediction,before_rotation_confidence,after_rotation_prediction,after_rotation_confidence,prediction_match,confidence_change
18,2025-11-27 23:37:56,3.478852,9.713805,0.0,out,0.010988383553922176,out,0.010988383553922176,true,0.000000
19,2025-11-27 23:37:56,8.929009,8.338689,1.0,in,0.9009460806846619,in,0.9009464383125305,true,0.000000
20,2025-11-27 23:37:56,2.566664,9.321138,0.0,out,0.011005767621099949,out,0.011005767621099949,true,0.000000
21,2025-11-27 23:37:56,2.659987,6.161905,0.0,out,0.011013280600309372,out,0.011013280600309372,true,0.000000
22,2025-11-27 23:37:56,9.333763,6.351922,1.0,in,0.9763091206550598,in,0.9763091206550598,true,0.000000
23,2025-11-27 23:37:56,11.134523,4.545376,0.0,out,0.09324783086776733,out,0.0932479053735733,true,0.000000
24,2025-11-27 23:37:56,9.453466,7.729161,1.0,in,0.8317544460296631,in,0.8317549228668213,true,0.000000
25,2025-11-27 23:37:56,4.522678,1.265478,1.0,in,0.856819212436676,in,0.856819212436676,true,0.000000
26,2025-11-27 23:37:56,7.607137,6.024675,1.0,in,0.9797917008399963,in,0.9797917008399963,true,0.000000
27,2025-11-27 23:37:56,4.607725,2.230707,0.0,out,0.14386726915836334,out,0.14386726915836334,true,0.000000
28,2025-11-27 23:37:56,3.410720,2.715500,1.0,in,0.9797614812850952,in,0.9797616004943848,true,0.000000
29,2025-11-27 23:37:56,5.808163,3.463310,0.0,out,0.018693672493100166,out,0.018693672493100166,true,0.000000
30,2025-11-27 23:37:56,8.703228,10.721523,0.0,out,0.22862876951694489,out,0.22862876951694489,true,0.000000
31,2025-11-27 23:37:56,0.819743,1.325585,0.0,out,0.020923087373375893,out,0.020923087373375893,true,0.000000
32,2025-11-27 23:37:56,5.991563,6.706435,1.0,in,0.8718042969703674,in,0.8718044757843018,true,0.000000
33,2025-11-27 23:37:56,4.700014,9.126263,0.0,out,0.010939912870526314,out,0.010939912870526314,true,0.000000
34,2025-11-27 23:37:56,8.784705,6.103191,1.0,in,0.9850494265556335,in,0.9850494265556335,true,0.000000
35,2025-11-27 23:37:56,1.787260,1.287769,1.0,in,0.9665740132331848,in,0.9665740132331848,true,0.000000
36,2025-11-27 23:37:56,4.958566,2.223794,0.0,out,0.03287995979189873,out,0.03287995979189873,true,0.000000
37,2025-11-27 23:37:56,1.115230,1.226435,0.0,out,0.15931393206119537,out,0.15931400656700134,true,0.000000
38,2025-11-27 23:37:56,6.208071,8.980055,0.0,out,0.010905309580266476,out,0.010905315168201923,true,0.000000
39,2025-11-27 23:37:56,10.181705,6.179089,1.0,in,0.8430381417274475,in,0.8430384993553162,true,0.000000
40,2025-11-27 23:37:56,2.237359,7.911226,0.0,out,0.011011156253516674,out,0.011011156253516674,true,0.000000
41,2025-11-27 23:37:56,0.478516,9.843496,0.0,out,0.011012598872184753,out,0.011012598872184753,true,0.000000
42,2025-11-27 23:37:56,2.566568,4.970932,0.0,out,0.011025293730199337,out,0.011025293730199337,true,0.000000
43,2025-11-27 23:37:56,6.071526,8.838198,0.0,out,0.01093801949173212,out,0.01093801949173212,true,0.000000
44,2025-11-27 23:37:56,4.615602,1.526862,1.0,in,0.8222744464874268,in,0.8222744464874268,true,0.000000
45,2025-11-27 23:37:56,1.536477,0.001555,0.0,out,0.013185827992856503,out,0.013185827992856503,true,0.000000
46,2025-11-27 23:37:56,7.160419,9.162447,1.0,in,0.8780863285064697,in,0.8780874013900757,true,0.000001
47,2025-11-27 23:37:56,6.955130,6.118203,1.0,in,0.9713447690010071,in,0.9713447690010071,true,0.000000
48,2025-11-27 23:37:56,8.003185,8.169173,1.0,in,0.9844783544540405,in,0.9844783544540405,true,0.000000
49,2025-11-27 23:37:56,4.154975,4.025421,0.0,out,0.2264430969953537,out,0.22644324600696564,true,0.000000
50,2025-11-27 23:37:56,10.146261,0.035043,0.0,out,0.01030966266989708,out,0.01030966266989708,true,0.000000
51,2025-11-27 23:37:56,9.609653,5.219421,1.0,in,0.9282973408699036,in,0.9282973408699036,true,0.000000
52,2025-11-27 23:37:56,3.667647,1.865351,1.0,in,0.9771144986152649,in,0.9771144986152649,true,0.000000
53,2025-11-27 23:37:56,2.237894,4.572438,0.0,out,0.011063632555305958,out,0.011063632555305958,true,0.000000
54,2025-11-27 23:37:56,11.152946,2.294101,0.0,out,0.03252528980374336,out,0.03252529725432396,true,0.000000
55,2025-11-27 23:37:56,8.609428,5.774458,1.0,in,0.9821881651878357,in,0.9821881651878357,true,0.000000
56,2025-11-27 23:37:56,2.458916,5.785980,0.0,out,0.011014994233846664,out,0.011014994233846664,true,0.000000
57,2025-11-27 23:37:56,7.137621,5.785209,1.0,in,0.9652660489082336,in,0.9652660489082336,true,0.000000
58,2025-11-27 23:37:56,3.087431,1.629729,1.0,in,0.9835476279258728,in,0.9835476279258728,true,0.000000
59,2025-11-27 23:37:56,6.899175,6.324148,1.0,in,0.9739822149276733,in,0.9739822149276733,true,0.000000
60,2025-11-27 23:37:56,9.664498,5.841474,1.0,in,0.9671656489372253,in,0.9671656489372253,true,0.000000
61,2025-11-27 23:37:56,4.333198,8.971535,0.0,out,0.010972024872899055,out,0.010972024872899055,true,0.000000
62,2025-11-27 23:37:56,8.814928,10.736998,0.0,out,0.20020534098148346,out,0.2002049684524536,true,-0.000000
63,2025-11-27 23:37:56,4.681067,5.842642,0.0,out,0.02061668410897255,out,0.020616723224520683,true,0.000000
64,2025-11-27 23:37:56,2.529562,2.866087,1.0,in,0.9787915945053101,in,0.9787915945053101,true,0.000000
65,2025-11-27 23:37:56,3.961146,6.638975,0.0,out,0.011013980954885483,out,0.011013980954885483,true,0.000000
66,2025-11-27 23:37:56,4.981190,5.041632,0.0,in,0.5144364237785339,in,0.5144361257553101,true,-0.000000
67,2025-11-27 23:37:56,9.811533,0.840387,0.0,out,0.010513067245483398,out,0.010513071902096272,true,0.000000
68,2025-11-27 23:37:56,9.763653,5.519923,1.0,in,0.9556403160095215,in,0.9556403160095215,true,0.000000
69,2025-11-27 23:37:56,11.086082,5.866134,0.0,out,0.26298847794532776,out,0.2629890739917755,true,0.000001
70,2025-11-27 23:37:56,5.742747,4.214210,0.0,out,0.1416533887386322,out,0.1416533887386322,true,0.000000
71,2025-11-27 23:37:56,8.148134,10.712278,0.0,out,0.2707066535949707,out,0.2707069516181946,true,0.000000
72,2025-11-27 23:37:56,10.353125,8.994899,0.0,out,0.12403333932161331,out,0.12403333932161331,true,0.000000
73,2025-11-27 23:37:56,9.870326,7.066615,1.0,in,0.7993099689483643,in,0.7993103861808777,true,0.000000
74,2025-11-27 23:37:56,8.786842,4.807032,0.0,in,0.5401278138160706,in,0.5401283502578735,true,0.000001
75,2025-11-27 23:37:56,8.271847,8.259616,1.0,in,0.9785444140434265,in,0.9785444140434265,true,0.000000
76,2025-11-27 23:37:56,11.039322,7.161385,0.0,out,0.1584758758544922,out,0.1584758758544922,true,0.000000
77,2025-11-27 23:37:56,6.782717,5.100546,1.0,in,0.8265039324760437,in,0.8265042304992676,true,0.000000
78,2025-11-27 23:37:56,3.716615,1.104270,1.0,in,0.9090398550033569,in,0.9090398550033569,true,0.000000
79,2025-11-27 23:37:56,0.067135,3.149247,0.0,out,0.023346593603491783,out,0.023346593603491783,true,0.000000
80,2025-11-27 23:37:56,3.400696,2.467356,1.0,in,0.9827369451522827,in,0.9827369451522827,true,0.000000
81,2025-11-27 23:37:56,3.179350,2.700514,1.0,in,0.9852474927902222,in,0.9852474927902222,true,0.000000
82,2025-11-27 23:37:56,4.340220,1.553956,1.0,in,0.9250626564025879,in,0.9250625967979431,true,-0.000000
83,2025-11-27 23:37:56,6.470816,7.249716,1.0,in,0.9597195386886597,in,0.9597194194793701,true,-0.000000
84,2025-11-27 23:37:56,8.218560,1.174004,0.0,out,0.011170038022100925,out,0.011170038022100925,true,0.000000
85,2025-11-27 23:37:56,3.501766,5.957501,0.0,out,0.011017924174666405,out,0.011017924174666405,true,0.000000
86,2025-11-27 23:37:56,8.601448,9.433508,1.0,in,0.7761601209640503,in,0.7761601209640503,true,0.000000
87,2025-11-27 23:37:56,7.800343,7.659984,1.0,in,0.9871789216995239,in,0.9871789216995239,true,0.000000
88,2025-11-27 23:37:56,3.917901,7.004864,0.0,out,0.011008347384631634,out,0.011008347384631634,true,0.000000
89,2025-11-27 23:37:56,8.008715,9.297461,1.0,in,0.959473192691803,in,0.959473192691803,true,0.000000
90,2025-11-27 23:37:56,5.294621,8.901188,0.0,out,0.01088095735758543,out,0.01088095735758543,true,0.000000
91,2025-11-27 23:37:56,7.816913,10.027620,1.0,in,0.847312331199646,in,0.8473125696182251,true,0.000000
92,2025-11-27 23:37:56,10.655522,5.161647,1.0,in,0.5210001468658447,in,0.5210002660751343,true,0.000000
93,2025-11-27 23:37:56,8.633190,5.027680,1.0,in,0.8392406105995178,in,0.8392406105995178,true,0.000000
94,2025-11-27 23:37:56,1.897440,1.839716,1.0,in,0.9749060273170471,in,0.9749060273170471,true,0.000000
95,2025-11-27 23:37:56,8.455851,5.172754,1.0,in,0.9181584715843201,in,0.9181584715843201,true,0.000000
96,2025-11-27 23:37:56,10.624605,5.468290,1.0,in,0.6235353350639343,in,0.6235361099243164,true,0.000001
97,2025-11-27 23:37:56,7.183712,7.380356,1.0,in,0.9850537180900574,in,0.9850537180900574,true,0.000000
98,2025-11-27 23:37:56,9.288548,7.515033,1.0,in,0.924127459526062,in,0.924127459526062,true,0.000000
99,2025-11-27 23:37:56,6.973529,6.865564,1.0,in,0.9807136654853821,in,0.9807136654853821,true,0.000000
100,2025-11-27 23:37:56,4.319213,0.851646,0.0,out,0.13220611214637756,out,0.1322060525417328,true,-0.000000
101,2025-11-27 23:37:56,10.526747,5.119110,1.0,in,0.6033223867416382,in,0.6033222079277039,true,-0.000000
102,2025-11-27 23:37:56,8.714157,11.896011,0.0,out,0.01733545958995819,out,0.017335524782538414,true,0.000000
103,2025-11-27 23:37:56,4.768979,11.980591,0.0,out,0.009939308278262615,out,0.009939308278262615,true,0.000000
104,2025-11-27 23:37:56,8.405577,9.716316,1.0,in,0.7880226373672485,in,0.7880221009254456,true,-0.000001
105,2025-11-27 23:37:56,6.844038,0.808800,0.0,out,0.011143067851662636,out,0.011143067851662636,true,0.000000
106,2025-11-27 23:37:56,10.085470,6.604805,1.0,in,0.8038742542266846,in,0.8038747310638428,true,0.000000
107,2025-11-27 23:37:56,10.195049,3.449563,0.0,out,0.033062707632780075,out,0.033062707632780075,true,0.000000
108,2025-11-27 23:37:56,1.766835,7.533540,0.0,out,0.011012744158506393,out,0.011012744158506393,true,0.000000
109,2025-11-27 23:37:56,9.045150,8.777046,1.0,in,0.7338286638259888,in,0.7338286638259888,true,0.000000
110,2025-11-27 23:37:56,9.004111,6.373930,1.0,in,0.9833468198776245,in,0.9833468198776245,true,0.000000
111,2025-11-27 23:37:56,3.804068,1.832511,1.0,in,0.9721615314483643,in,0.9721615314483643,true,0.000000
112,2025-11-27 23:37:56,5.944320,5.363369,1.0,in,0.8507840037345886,in,0.8507838845252991,true,-0.000000
113,2025-11-27 23:37:56,8.347435,8.326200,1.0,in,0.9746060967445374,in,0.9746060967445374,true,0.000000
114,2025-11-27 23:37:56,7.758472,0.694167,0.0,out,0.01096604485064745,out,0.01096604485064745,true,0.000000
115,2025-11-27 23:37:56,8.078696,6.939363,1.0,in,0.9871662259101868,in,0.9871662259101868,true,0.000000
116,2025-11-27 23:37:56,8.970793,5.313592,1.0,in,0.957493782043457,in,0.957493782043457,true,0.000000
117,2025-11-27 23:37:56,7.183748,8.008221,1.0,in,0.985211968421936,in,0.985211968421936,true,0.000000
118,2025-11-27 23:37:56,7.240967,7.961447,1.0,in,0.9858269095420837,in,0.9858269095420837,true,0.000000
119,2025-11-27 23:37:56,2.814556,1.675311,1.0,in,0.9851845502853394,in,0.9851845502853394,true,0.000000
120,2025-11-27 23:37:56,10.051100,5.517099,1.0,in,0.919905960559845,in,0.9199059009552002,true,-0.000000
121,2025-11-27 23:37:56,10.819250,0.121430,0.0,out,0.009106297977268696,out,0.009106297977268696,true,0.000000
122,2025-11-27 23:37:56,1.477404,1.007259,1.0,in,0.7220096588134766,in,0.7220093607902527,true,-0.000000
123,2025-11-27 23:37:56,2.035140,2.121098,1.0,in,0.9780108332633972,in,0.9780108332633972,true,0.000000
124,2025-11-27 23:37:56,7.101886,2.892488,0.0,out,0.012438138946890831,out,0.012438138946890831,true,0.000000
125,2025-11-27 23:37:56,11.010770,3.352113,0.0,out,0.045984625816345215,out,0.045984625816345215,true,0.000000
126,2025-11-27 23:37:56,5.547883,8.675940,0.0,out,0.010886168107390404,out,0.010886168107390404,true,0.000000
127,2025-11-27 23:37:56,8.951601,6.799499,1.0,in,0.981261134147644,in,0.981261134147644,true,0.000000
128,2025-11-27 23:37:56,0.794259,7.262157,0.0,out,0.011014885269105434,out,0.011014885269105434,true,0.000000
129,2025-11-27 23:37:56,3.303117,2.185158,1.0,in,0.9847686290740967,in,0.9847686290740967,true,0.000000
130,2025-11-27 23:37:56,5.567678,5.895504,1.0,in,0.7814422845840454,in,0.7814419865608215,true,-0.000000
131,2025-11-27 23:37:56,0.143556,1.958001,0.0,out,0.014215260744094849,out,0.014215260744094849,true,0.000000
132,2025-11-27 23:37:56,1.429723,11.378531,0.0,out,0.01100564282387495,out,0.01100564282387495,true,0.000000
133,2025-11-27 23:37:56,8.405743,4.056250,0.0,out,0.028045715764164925,out,0.028045697137713432,true,-0.000000
134,2025-11-27 23:37:56,2.158635,2.063190,1.0,in,0.9837591648101807,in,0.9837591648101807,true,0.000000
135,2025-11-27 23:37:56,9.480856,7.113324,1.0,in,0.928684651851654,in,0.928684651851654,true,0.000000
136,2025-11-27 23:37:56,6.576892,6.386694,1.0,in,0.9661078453063965,in,0.9661078453063965,true,0.000000
137,2025-11-27 23:37:56,10.597416,5.263342,1.0,in,0.607004702091217,in,0.6070049405097961,true,0.000000
138,2025-11-27 23:37:56,1.378427,7.646440,0.0,out,0.011013285256922245,out,0.011013285256922245,true,0.000000
139,2025-11-27 23:37:56,10.564462,3.910313,0.0,out,0.06736239790916443,out,0.06736239790916443,true,0.000000
140,2025-11-27 23:37:56,7.101175,3.243074,0.0,out,0.013308357447385788,out,0.013308357447385788,true,0.000000
141,2025-11-27 23:37:56,5.338906,2.871996,0.0,out,0.015227184630930424,out,0.015227184630930424,true,0.000000
142,2025-11-27 23:37:56,5.658882,2.825014,0.0,out,0.013594018295407295,out,0.013594018295407295,true,0.000000
143,2025-11-27 23:37:56,8.262826,9.562778,1.0,in,0.8871879577636719,in,0.8871879577636719,true,0.000000
144,2025-11-27 23:37:56,4.145586,1.838987,1.0,in,0.9368253946304321,in,0.9368253946304321,true,0.000000
145,2025-11-27 23:37:56,8.968870,7.061706,1.0,in,0.9773154258728027,in,0.9773155450820923,true,0.000000
146,2025-11-27 23:37:56,0.636477,6.829501,0.0,out,0.011017144657671452,out,0.011017144657671452,true,0.000000
147,2025-11-27 23:37:56,10.152932,9.057529,0.0,out,0.14190100133419037,out,0.14190123975276947,true,0.000000
148,2025-11-27 23:37:56,3.686658,10.478230,0.0,out,0.010960067622363567,out,0.010960067622363567,true,0.000000
149,2025-11-27 23:37:56,6.598948,10.168039,0.0,out,0.0069969273172318935,out,0.0069969273172318935,true,0.000000
150,2025-11-27 23:37:56,9.731436,3.370727,0.0,out,0.022854506969451904,out,0.022854512557387352,true,0.000000
151,2025-11-27 23:37:56,7.519622,7.807403,1.0,in,0.9870713353157043,in,0.9870713353157043,true,0.000000
152,2025-11-27 23:37:56,4.331393,10.113495,0.0,out,0.01091755274683237,out,0.01091755274683237,true,0.000000
153,2025-11-27 23:37:56,2.759738,0.846597,0.0,out,0.456469863653183,out,0.456469863653183,true,0.000000
154,2025-11-27 23:37:56,0.547059,11.400453,0.0,out,0.01101028360426426,out,0.01101028360426426,true,0.000000
155,2025-11-27 23:37:56,6.604028,0.401238,0.0,out,0.011185891926288605,out,0.011185891926288605,true,0.000000
156,2025-11-27 23:37:56,1.424193,0.809496,0.0,out,0.16955088078975677,out,0.16955062747001648,true,-0.000000
157,2025-11-27 23:37:56,1.947055,1.818350,1.0,in,0.9784050583839417,in,0.9784050583839417,true,0.000000
158,2025-11-27 23:37:56,9.506060,8.270994,0.0,in,0.6063243746757507,in,0.6063243746757507,true,0.000000
159,2025-11-27 23:37:56,3.488734,8.428966,0.0,out,0.011001724749803543,out,0.011001724749803543,true,0.000000
160,2025-11-27 23:37:56,9.125493,9.013988,0.0,in,0.5803288817405701,in,0.5803288817405701,true,0.000000
161,2025-11-27 23:37:56,11.276329,6.677030,0.0,out,0.1505398005247116,out,0.1505398005247116,true,0.000000
162,2025-11-27 23:37:56,8.068333,4.620655,0.0,out,0.23328350484371185,out,0.23328350484371185,true,0.000000
163,2025-11-27 23:37:56,6.800005,5.417534,1.0,in,0.92103111743927,in,0.92103111743927,true,0.000000
164,2025-11-27 23:37:56,4.671518,6.368940,0.0,out,0.011638927273452282,out,0.011638927273452282,true,0.000000
165,2025-11-27 23:37:56,9.243334,4.268392,0.0,out,0.06687287986278534,out,0.06687276065349579,true,-0.000000
166,2025-11-27 23:37:56,10.953692,9.704353,0.0,out,0.08115003257989883,out,0.08115003257989883,true,0.000000
167,2025-11-27 23:37:56,6.984017,10.037497,0.0,out,0.006331075448542833,out,0.006331072188913822,true,-0.000000
168,2025-11-27 23:37:56,0.335541,11.671211,0.0,out,0.011010486632585526,out,0.011010486632585526,true,0.000000
169,2025-11-27 23:37:56,11.908621,8.277858,0.0,out,0.07818656414747238,out,0.07818659394979477,true,0.000000
170,2025-11-27 23:37:56,11.872072,9.304782,0.0,out,0.07288139313459396,out,0.07288139313459396,true,0.000000
171,2025-11-27 23:37:56,11.759104,4.729204,0.0,out,0.04807619750499725,out,0.04807615652680397,true,-0.000000
172,2025-11-27 23:37:56,3.627258,10.188569,0.0,out,0.010972874239087105,out,0.010972874239087105,true,0.000000
173,2025-11-27 23:37:56,2.244531,2.260699,1.0,in,0.9842759370803833,in,0.9842759370803833,true,0.000000
174,2025-11-27 23:37:56,10.154463,3.160177,0.0,out,0.026074007153511047,out,0.026074007153511047,true,0.000000
175,2025-11-27 23:37:56,10.028900,10.375500,0.0,out,0.09617286175489426,out,0.0961729884147644,true,0.000000
176,2025-11-27 23:37:56,7.398684,8.489656,1.0,in,0.9853845238685608,in,0.9853845238685608,true,0.000000
177,2025-11-27 23:37:56,1.038540,3.142090,0.0,out,0.02111859619617462,out,0.02111859619617462,true,0.000000
178,2025-11-27 23:37:56,10.225081,5.600008,1.0,in,0.8758543729782104,in,0.8758543729782104,true,0.000000
179,2025-11-27 23:37:56,6.178845,7.128117,1.0,in,0.884367048740387,in,0.8843673467636108,true,0.000000
180,2025-11-27 23:37:56,6.067906,1.661100,0.0,out,0.014339563436806202,out,0.014339563436806202,true,0.000000
181,2025-11-27 23:37:56,8.169660,11.312000,0.0,out,0.002575271064415574,out,0.002575271064415574,true,0.000000
182,2025-11-27 23:37:56,0.355159,3.404567,0.0,out,0.023077866062521935,out,0.023077866062521935,true,0.000000
183,2025-11-27 23:37:56,10.416517,9.076359,0.0,out,0.11506633460521698,out,0.11506633460521698,true,0.000000
184,2025-11-27 23:37:56,10.496969,5.963665,1.0,in,0.6853644251823425,in,0.6853650808334351,true,0.000001
185,2025-11-27 23:37:56,2.170195,8.819345,0.0,out,0.01100961398333311,out,0.01100961398333311,true,0.000000
186,2025-11-27 23:37:56,10.223331,1.991210,0.0,out,0.016734201461076736,out,0.016734201461076736,true,0.000000
187,2025-11-27 23:37:56,1.828360,5.228418,0.0,out,0.011028346605598927,out,0.011028346605598927,true,0.000000
188,2025-11-27 23:37:56,3.957634,2.088502,1.0,in,0.9488892555236816,in,0.9488892555236816,true,0.000000
189,2025-11-27 23:37:56,9.066616,5.445685,1.0,in,0.9705235958099365,in,0.9705235958099365,true,0.000000
190,2025-11-27 23:37:56,6.413255,6.382575,1.0,in,0.9586790800094604,in,0.9586790800094604,true,0.000000
191,2025-11-27 23:37:56,10.043335,7.223777,0.0,in,0.6286224126815796,in,0.6286224126815796,true,0.000000
192,2025-11-27 23:37:56,10.541988,0.546161,0.0,out,0.009397183544933796,out,0.009397183544933796,true,0.000000
193,2025-11-27 23:37:56,5.562700,7.072610,0.0,out,0.031216753646731377,out,0.031216824427247047,true,0.000000
194,2025-11-27 23:37:56,6.216981,5.549346,1.0,in,0.904569149017334,in,0.9045689702033997,true,-0.000000
195,2025-11-27 23:37:56,2.809589,8.216509,0.0,out,0.011008212342858315,out,0.011008212342858315,true,0.000000
196,2025-11-27 23:37:56,3.147466,7.512946,0.0,out,0.011008622124791145,out,0.011008622124791145,true,0.000000
197,2025-11-27 23:37:56,8.501944,7.628580,1.0,in,0.9815378189086914,in,0.9815378189086914,true,0.000000
198,2025-11-27 23:37:56,3.812868,3.995627,0.0,out,0.1560942679643631,out,0.15609398484230042,true,-0.000000
199,2025-11-27 23:37:56,5.566451,5.230431,1.0,in,0.7663977146148682,in,0.7663977146148682,true,0.000000
200,2025-11-27 23:37:56,6.277978,7.541350,1.0,in,0.7902729511260986,in,0.7902736067771912,true,0.000001
201,2025-11-27 23:37:56,8.401162,7.615758,1.0,in,0.9833993911743164,in,0.9833993911743164,true,0.000000
202,2025-11-27 23:37:56,1.110320,3.550076,0.0,out,0.01892891712486744,out,0.01892891712486744,true,0.000000
203,2025-11-27 23:37:56,1.150453,5.348382,0.0,out,0.011057759635150433,out,0.011057759635150433,true,0.000000
204,2025-11-27 23:37:56,8.906595,6.034492,1.0,in,0.9842720031738281,in,0.9842720031738281,true,0.000000
205,2025-11-27 23:37:56,1.370753,9.499943,0.0,out,0.01101105660200119,out,0.01101105660200119,true,0.000000
206,2025-11-27 23:37:56,3.968552,1.094284,1.0,in,0.8687323331832886,in,0.8687323331832886,true,0.000000
207,2025-11-27 23:37:56,9.699667,0.348305,0.0,out,0.010532633401453495,out,0.010532633401453495,true,0.000000
208,2025-11-27 23:37:56,3.942497,1.463970,1.0,in,0.9649391770362854,in,0.9649391770362854,true,0.000000
209,2025-11-27 23:37:56,1.470527,3.813744,0.0,out,0.014560872688889503,out,0.014560872688889503,true,0.000000
210,2025-11-27 23:37:56,0.271832,1.135413,0.0,out,0.011786498129367828,out,0.011786498129367828,true,0.000000
211,2025-11-27 23:37:56,0.334352,4.776542,0.0,out,0.013766700401902199,out,0.013766706921160221,true,0.000000
212,2025-11-27 23:37:56,8.140162,7.142140,1.0,in,0.9870458841323853,in,0.9870458841323853,true,0.000000
213,2025-11-27 23:37:56,4.459333,8.930407,0.0,out,0.01096661388874054,out,0.01096661388874054,true,0.000000
214,2025-11-27 23:37:56,0.033905,0.701360,0.0,out,0.011066032573580742,out,0.011066032573580742,true,0.000000
215,2025-11-27 23:37:56,11.526552,7.903758,0.0,out,0.09084995090961456,out,0.09084995090961456,true,0.000000
216,2025-11-27 23:37:56,9.913402,2.376041,0.0,out,0.01669532246887684,out,0.01669532246887684,true,0.000000
217,2025-11-27 23:37:56,10.819385,5.055656,1.0,out,0.3478570580482483,out,0.34785664081573486,true,-0.000000
218,2025-11-27 23:37:56,8.605324,9.775764,1.0,in,0.638394296169281,in,0.6383943557739258,true,0.000000
219,2025-11-27 23:37:56,6.838946,7.434309,1.0,in,0.9799280166625977,in,0.9799280166625977,true,0.000000
220,2025-11-27 23:37:56,8.154449,9.564077,1.0,in,0.9142458438873291,in,0.9142459630966187,true,0.000000
221,2025-11-27 23:37:56,1.091535,11.490505,0.0,out,0.011007537133991718,out,0.011007537133991718,true,0.000000
222,2025-11-27 23:37:56,8.805544,9.186314,1.0,in,0.7392295002937317,in,0.7392289042472839,true,-0.000001
223,2025-11-27 23:37:56,10.886996,0.397870,0.0,out,0.008483762852847576,out,0.008483766578137875,true,0.000000
224,2025-11-27 23:37:56,10.538403,0.804248,0.0,out,0.00945350993424654,out,0.00945350993424654,true,0.000000
225,2025-11-27 23:37:56,1.708395,3.612877,0.0,out,0.01593009941279888,out,0.015930093824863434,true,-0.000000
226,2025-11-27 23:37:56,9.609979,7.750922,1.0,in,0.7369175553321838,in,0.7369179725646973,true,0.000000
227,2025-11-27 23:37:56,6.169088,5.880363,1.0,in,0.926912248134613,in,0.926912248134613,true,0.000000
228,2025-11-27 23:37:56,1.657870,1.983335,1.0,in,0.8468597531318665,in,0.846859872341156,true,0.000000
229,2025-11-27 23:37:56,11.532345,2.007132,0.0,out,0.03244296833872795,out,0.03244296833872795,true,0.000000
230,2025-11-27 23:37:56,5.630671,9.284967,0.0,out,0.010692829266190529,out,0.010692829266190529,true,0.000000
231,2025-11-27 23:37:56,8.308836,2.504465,0.0,out,0.012573850341141224,out,0.012573850341141224,true,0.000000
232,2025-11-27 23:37:56,9.573340,9.560301,0.0,out,0.19439327716827393,out,0.19439364969730377,true,0.000000
233,2025-11-27 23:37:56,7.881330,7.306568,1.0,in,0.9872872829437256,in,0.9872872829437256,true,0.000000
234,2025-11-27 23:37:56,8.487322,5.731195,1.0,in,0.9809679388999939,in,0.9809679388999939,true,0.000000
235,2025-11-27 23:37:56,5.911453,6.644430,1.0,in,0.8351212739944458,in,0.8351218700408936,true,0.000001
236,2025-11-27 23:37:56,7.577665,5.739141,1.0,in,0.9722630977630615,in,0.9722631573677063,true,0.000000
237,2025-11-27 23:37:56,2.662226,6.353551,0.0,out,0.011012797243893147,out,0.011012797243893147,true,0.000000
238,2025-11-27 23:37:56,10.626735,0.173568,0.0,out,0.009514222852885723,out,0.009514222852885723,true,0.000000
