experiment_id,x,y,true_label,before_data_and_weigths_transformation_prediction,before_data_and_weigths_transformation_confidence,after_data_and_before_weigths_transformation_prediction,after_data_and_before_weigths_transformation_confidence,before_data_and_after_weigths_transformation_prediction,before_data_and_after_weigths_transformation_confidence,after_data_and_weigths_transformation_prediction,after_data_and_weigths_transformation_confidence,after_data_and_before_weigths_transformation_prediction_match,after_data_and_before_weigths_transformation_confidence_change,before_data_and_after_weigths_transformation_prediction_match,before_data_and_after_weigths_transformation_confidence_change,after_data_and_weigths_transformation_prediction_match,after_data_and_weigths_transformation_confidence_change
19,8.929009,8.338689,1,in,0.900946,out,0.029464,out,0.012861,in,0.900946,false,-0.871482,false,-0.888085,true,0.000000
20,2.566664,9.321138,0,out,0.011006,out,0.030267,out,0.012974,out,0.011006,true,0.019261,true,0.001968,true,0.000000
21,2.659987,6.161905,0,out,0.011013,out,0.029528,out,0.012928,out,0.011013,true,0.018514,true,0.001915,true,0.000000
22,9.333763,6.351922,1,in,0.976309,out,0.024916,out,0.012836,in,0.976309,false,-0.951393,false,-0.963473,true,0.000000
23,11.134523,4.545376,0,out,0.093248,out,0.011019,out,0.012883,out,0.093248,true,-0.082228,true,-0.080365,true,0.000000
24,9.453466,7.729161,1,in,0.831754,out,0.028759,out,0.012845,in,0.831755,false,-0.802996,false,-0.818910,true,0.000001
25,4.522678,1.265478,1,in,0.856819,out,0.027642,out,0.012814,in,0.856819,false,-0.829177,false,-0.844005,true,0.000000
26,7.607137,6.024675,1,in,0.979792,out,0.029210,out,0.012829,in,0.979792,false,-0.950582,false,-0.966962,true,0.000000
27,4.607725,2.230707,0,out,0.143867,out,0.029048,out,0.012811,out,0.143868,true,-0.114820,true,-0.131056,true,0.000000
28,3.410720,2.715500,1,in,0.979761,out,0.028875,out,0.012808,in,0.979762,false,-0.950886,false,-0.966953,true,0.000000
29,5.808163,3.463310,0,out,0.018694,out,0.028930,out,0.012816,out,0.018694,true,0.010236,true,-0.005878,true,-0.000000
30,8.703228,10.721523,0,out,0.228629,out,0.029706,out,0.013050,out,0.228629,true,-0.198923,true,-0.215579,true,0.000000
31,0.819743,1.325585,0,out,0.020923,out,0.011082,out,0.012777,out,0.020923,true,-0.009841,true,-0.008146,true,0.000000
32,5.991563,6.706435,1,in,0.871804,out,0.029652,out,0.012855,in,0.871804,false,-0.842152,false,-0.858949,true,0.000000
33,4.700014,9.126263,0,out,0.010940,out,0.029960,out,0.013208,out,0.010940,true,0.019020,true,0.002268,true,0.000000
34,8.784705,6.103191,1,in,0.985049,out,0.026878,out,0.012833,in,0.985049,false,-0.958172,false,-0.972217,true,0.000000
35,1.787260,1.287769,1,in,0.966574,out,0.015987,out,0.012797,in,0.966574,false,-0.950587,false,-0.953777,true,0.000000
36,4.958566,2.223794,0,out,0.032880,out,0.028645,out,0.012813,out,0.032880,true,-0.004235,true,-0.020067,true,0.000000
37,1.115230,1.226435,0,out,0.159314,out,0.011568,out,0.012769,out,0.159314,true,-0.147745,true,-0.146545,true,0.000000
38,6.208071,8.980055,0,out,0.010905,out,0.029784,out,0.013013,out,0.010905,true,0.018878,true,0.002108,true,0.000000
39,10.181705,6.179089,1,in,0.843038,out,0.015307,out,0.012845,in,0.843038,false,-0.827731,false,-0.830193,true,0.000000
40,2.237359,7.911226,0,out,0.011011,out,0.029800,out,0.013068,out,0.011011,true,0.018788,true,0.002057,true,0.000000
41,0.478516,9.843496,0,out,0.011013,out,0.011109,out,0.010787,out,0.011013,true,0.000097,true,-0.000225,true,0.000000
42,2.566568,4.970932,0,out,0.011025,out,0.028944,out,0.012860,out,0.011025,true,0.017918,true,0.001835,true,0.000000
43,6.071526,8.838198,0,out,0.010938,out,0.029784,out,0.013005,out,0.010938,true,0.018846,true,0.002067,true,0.000000
44,4.615602,1.526862,1,in,0.822274,out,0.028054,out,0.012813,in,0.822274,false,-0.794220,false,-0.809461,true,-0.000000
45,1.536477,0.001555,0,out,0.013186,out,0.012408,out,0.011995,out,0.013186,true,-0.000777,true,-0.001191,true,0.000000
46,7.160419,9.162447,1,in,0.878086,out,0.029718,out,0.012968,in,0.878086,false,-0.848368,false,-0.865118,true,0.000000
47,6.955130,6.118203,1,in,0.971345,out,0.029503,out,0.012832,in,0.971345,false,-0.941842,false,-0.958513,true,0.000000
48,8.003185,8.169173,1,in,0.984478,out,0.029589,out,0.012870,in,0.984478,false,-0.954889,false,-0.971608,true,0.000000
49,4.154975,4.025421,0,out,0.226443,out,0.029550,out,0.012817,out,0.226443,true,-0.196893,true,-0.213626,true,0.000000
50,10.146261,0.035043,0,out,0.010310,out,0.011014,out,0.012970,out,0.010310,true,0.000704,true,0.002660,true,0.000000
51,9.609653,5.219421,1,in,0.928297,out,0.013483,out,0.012844,in,0.928297,false,-0.914814,false,-0.915453,true,0.000000
52,3.667647,1.865351,1,in,0.977114,out,0.028712,out,0.012807,in,0.977114,false,-0.948403,false,-0.964308,true,0.000000
53,2.237894,4.572438,0,out,0.011064,out,0.027889,out,0.012852,out,0.011064,true,0.016825,true,0.001788,true,0.000000
54,11.152946,2.294101,0,out,0.032525,out,0.011015,out,0.012938,out,0.032525,true,-0.021511,true,-0.019587,true,0.000000
55,8.609428,5.774458,1,in,0.982188,out,0.026398,out,0.012832,in,0.982188,false,-0.955790,false,-0.969357,true,0.000000
56,2.458916,5.785980,0,out,0.011015,out,0.029224,out,0.012908,out,0.011015,true,0.018209,true,0.001893,true,0.000000
57,7.137621,5.785209,1,in,0.965266,out,0.029364,out,0.012827,in,0.965266,false,-0.935902,false,-0.952439,true,0.000000
58,3.087431,1.629729,1,in,0.983548,out,0.027155,out,0.012805,in,0.983548,false,-0.956393,false,-0.970742,true,0.000000
59,6.899175,6.324148,1,in,0.973982,out,0.029543,out,0.012835,in,0.973982,false,-0.944440,false,-0.961147,true,0.000000
60,9.664498,5.841474,1,in,0.967166,out,0.017643,out,0.012841,in,0.967166,false,-0.949523,false,-0.954325,true,0.000000
61,4.333198,8.971535,0,out,0.010972,out,0.029988,out,0.013219,out,0.010972,true,0.019016,true,0.002247,true,0.000000
62,8.814928,10.736998,0,out,0.200205,out,0.029698,out,0.013043,out,0.200205,true,-0.170507,true,-0.187163,true,0.000000
63,4.681067,5.842642,0,out,0.020617,out,0.029681,out,0.012850,out,0.020617,true,0.009064,true,-0.007767,true,0.000000
64,2.529562,2.866087,1,in,0.978792,out,0.026699,out,0.012812,in,0.978792,false,-0.952093,false,-0.965980,true,0.000000
65,3.961146,6.638975,0,out,0.011014,out,0.029773,out,0.012911,out,0.011014,true,0.018759,true,0.001897,true,0.000000
66,4.981190,5.041632,0,in,0.514436,out,0.029624,out,0.012827,in,0.514436,false,-0.484812,false,-0.501610,true,-0.000000
67,9.811533,0.840387,0,out,0.010513,out,0.011014,out,0.012929,out,0.010513,true,0.000501,true,0.002416,true,0.000000
68,9.763653,5.519923,1,in,0.955640,out,0.014181,out,0.012844,in,0.955640,false,-0.941459,false,-0.942797,true,-0.000000
69,11.086082,5.866134,0,out,0.262988,out,0.011116,out,0.012861,out,0.262989,true,-0.251872,true,-0.250127,true,0.000001
70,5.742747,4.214210,0,out,0.141653,out,0.029419,out,0.012817,out,0.141653,true,-0.112234,true,-0.128837,true,-0.000000
71,8.148134,10.712278,0,out,0.270707,out,0.029749,out,0.013105,out,0.270706,true,-0.240957,true,-0.257602,true,-0.000000
72,10.353125,8.994899,0,out,0.124033,out,0.028957,out,0.012862,out,0.124033,true,-0.095076,true,-0.111171,true,0.000000
73,9.870326,7.066615,1,in,0.799310,out,0.025333,out,0.012840,in,0.799310,false,-0.773977,false,-0.786470,true,0.000000
74,8.786842,4.807032,0,in,0.540128,out,0.017769,out,0.012837,in,0.540127,false,-0.522358,false,-0.527291,true,-0.000001
75,8.271847,8.259616,1,in,0.978544,out,0.029568,out,0.012869,in,0.978544,false,-0.948977,false,-0.965676,true,0.000000
76,11.039322,7.161385,0,out,0.158476,out,0.014996,out,0.012850,out,0.158476,true,-0.143480,true,-0.145626,true,0.000000
77,6.782717,5.100546,1,in,0.826504,out,0.029257,out,0.012823,in,0.826504,false,-0.797247,false,-0.813681,true,0.000000
78,3.716615,1.104270,1,in,0.909040,out,0.028025,out,0.012808,in,0.909040,false,-0.881015,false,-0.896232,true,-0.000000
79,0.067135,3.149247,0,out,0.023347,out,0.011009,out,0.013037,out,0.023347,true,-0.012337,true,-0.010309,true,0.000000
80,3.400696,2.467356,1,in,0.982737,out,0.028728,out,0.012807,in,0.982737,false,-0.954009,false,-0.969930,true,0.000000
81,3.179350,2.700514,1,in,0.985247,out,0.028511,out,0.012808,in,0.985247,false,-0.956737,false,-0.972439,true,0.000000
82,4.340220,1.553956,1,in,0.925063,out,0.028548,out,0.012811,in,0.925063,false,-0.896514,false,-0.912252,true,-0.000000
83,6.470816,7.249716,1,in,0.959720,out,0.029650,out,0.012866,in,0.959719,false,-0.930069,false,-0.946853,true,-0.000000
84,8.218560,1.174004,0,out,0.011170,out,0.011020,out,0.012873,out,0.011170,true,-0.000150,true,0.001703,true,0.000000
85,3.501766,5.957501,0,out,0.011018,out,0.029697,out,0.012884,out,0.011018,true,0.018679,true,0.001866,true,0.000000
86,8.601448,9.433508,1,in,0.776160,out,0.029629,out,0.012920,in,0.776160,false,-0.746531,false,-0.763240,true,0.000000
87,7.800343,7.659984,1,in,0.987179,out,0.029566,out,0.012857,in,0.987179,false,-0.957613,false,-0.974322,true,0.000000
88,3.917901,7.004864,0,out,0.011008,out,0.029811,out,0.012942,out,0.011008,true,0.018803,true,0.001934,true,0.000000
89,8.008715,9.297461,1,in,0.959473,out,0.029664,out,0.012935,in,0.959473,false,-0.929809,false,-0.946538,true,0.000000
90,5.294621,8.901188,0,out,0.010881,out,0.029866,out,0.013085,out,0.010881,true,0.018985,true,0.002204,true,0.000000
91,7.816913,10.027620,1,in,0.847312,out,0.029727,out,0.013026,in,0.847313,false,-0.817586,false,-0.834287,true,0.000001
92,10.655522,5.161647,1,in,0.521000,out,0.011074,out,0.012862,in,0.521001,false,-0.509927,false,-0.508138,true,0.000000
93,8.633190,5.027680,1,in,0.839241,out,0.021370,out,0.012834,in,0.839241,false,-0.817870,false,-0.826407,true,0.000000
94,1.897440,1.839716,1,in,0.974906,out,0.018858,out,0.012810,in,0.974906,false,-0.956048,false,-0.962096,true,0.000000
95,8.455851,5.172754,1,in,0.918158,out,0.024105,out,0.012831,in,0.918158,false,-0.894054,false,-0.905327,true,0.000000
96,10.624605,5.468290,1,in,0.623535,out,0.011176,out,0.012858,in,0.623536,false,-0.612359,false,-0.610678,true,0.000000
97,7.183712,7.380356,1,in,0.985054,out,0.029605,out,0.012857,in,0.985054,false,-0.955449,false,-0.972196,true,0.000000
98,9.288548,7.515033,1,in,0.924127,out,0.028739,out,0.012842,in,0.924128,false,-0.895389,false,-0.911285,true,0.000000
99,6.973529,6.865564,1,in,0.980714,out,0.029586,out,0.012846,in,0.980714,false,-0.951127,false,-0.967868,true,0.000000
100,4.319213,0.851646,0,out,0.132206,out,0.026968,out,0.012814,out,0.132206,true,-0.105238,true,-0.119392,true,0.000000
101,10.526747,5.119110,1,in,0.603322,out,0.011095,out,0.012860,in,0.603322,false,-0.592227,false,-0.590462,true,-0.000001
102,8.714157,11.896011,0,out,0.017335,out,0.029794,out,0.013318,out,0.017336,true,0.012458,true,-0.004017,true,0.000000
103,4.768979,11.980591,0,out,0.009939,out,0.030401,out,0.014887,out,0.009939,true,0.020461,true,0.004948,true,-0.000000
104,8.405577,9.716316,1,in,0.788023,out,0.029662,out,0.012952,in,0.788023,false,-0.758361,false,-0.775071,true,0.000000
105,6.844038,0.808800,0,out,0.011143,out,0.011120,out,0.012849,out,0.011143,true,-0.000023,true,0.001706,true,0.000000
106,10.085470,6.604805,1,in,0.803874,out,0.019985,out,0.012842,in,0.803875,false,-0.783889,false,-0.791032,true,0.000000
107,10.195049,3.449563,0,out,0.033063,out,0.011020,out,0.012879,out,0.033063,true,-0.022043,true,-0.020183,true,0.000000
108,1.766835,7.533540,0,out,0.011013,out,0.028434,out,0.012940,out,0.011013,true,0.017421,true,0.001927,true,0.000000
109,9.045150,8.777046,1,in,0.733829,out,0.029517,out,0.012873,in,0.733828,false,-0.704311,false,-0.720955,true,-0.000001
110,9.004111,6.373930,1,in,0.983347,out,0.026907,out,0.012834,in,0.983347,false,-0.956440,false,-0.970512,true,0.000000
111,3.804068,1.832511,1,in,0.972162,out,0.028819,out,0.012807,in,0.972162,false,-0.943343,false,-0.959354,true,0.000000
112,5.944320,5.363369,1,in,0.850784,out,0.029570,out,0.012826,in,0.850784,false,-0.821214,false,-0.837958,true,-0.000000
113,8.347435,8.326200,1,in,0.974606,out,0.029565,out,0.012870,in,0.974606,false,-0.945041,false,-0.961736,true,0.000000
114,7.758472,0.694167,0,out,0.010966,out,0.011021,out,0.012870,out,0.010966,true,0.000055,true,0.001904,true,0.000000
115,8.078696,6.939363,1,in,0.987166,out,0.029363,out,0.012838,in,0.987166,false,-0.957803,false,-0.974328,true,0.000000
116,8.970793,5.313592,1,in,0.957494,out,0.020348,out,0.012836,in,0.957494,false,-0.937146,false,-0.944658,true,-0.000000
117,7.183748,8.008221,1,in,0.985212,out,0.029645,out,0.012883,in,0.985212,false,-0.955567,false,-0.972329,true,-0.000000
118,7.240967,7.961447,1,in,0.985827,out,0.029638,out,0.012879,in,0.985827,false,-0.956189,false,-0.972948,true,0.000000
119,2.814556,1.675311,1,in,0.985185,out,0.025987,out,0.012805,in,0.985185,false,-0.959197,false,-0.972380,true,0.000000
120,10.051100,5.517099,1,in,0.919906,out,0.012432,out,0.012848,in,0.919906,false,-0.907474,false,-0.907058,true,0.000000
121,10.819250,0.121430,0,out,0.009106,out,0.011013,out,0.013001,out,0.009106,true,0.001907,true,0.003895,true,0.000000
122,1.477404,1.007259,1,in,0.722010,out,0.013005,out,0.012752,in,0.722010,false,-0.709005,false,-0.709258,true,0.000000
123,2.035140,2.121098,1,in,0.978011,out,0.021216,out,0.012811,in,0.978011,false,-0.956795,false,-0.965200,true,0.000000
124,7.101886,2.892488,0,out,0.012438,out,0.018677,out,0.012830,out,0.012438,true,0.006239,true,0.000392,true,0.000000
125,11.010770,3.352113,0,out,0.045985,out,0.011016,out,0.012904,out,0.045985,true,-0.034969,true,-0.033080,true,0.000000
126,5.547883,8.675940,0,out,0.010886,out,0.029820,out,0.013025,out,0.010886,true,0.018934,true,0.002139,true,0.000000
127,8.951601,6.799499,1,in,0.981261,out,0.028251,out,0.012836,in,0.981261,false,-0.953010,false,-0.968425,true,0.000000
128,0.794259,7.262157,0,out,0.011015,out,0.011829,out,0.012199,out,0.011015,true,0.000814,true,0.001184,true,0.000000
129,3.303117,2.185158,1,in,0.984769,out,0.028367,out,0.012806,in,0.984769,false,-0.956401,false,-0.971962,true,0.000000
130,5.567678,5.895504,1,in,0.781442,out,0.029637,out,0.012838,in,0.781442,false,-0.751806,false,-0.768604,true,0.000000
131,0.143556,1.958001,0,out,0.014215,out,0.011008,out,0.013050,out,0.014215,true,-0.003207,true,-0.001165,true,0.000000
132,1.429723,11.378531,0,out,0.011006,out,0.025663,out,0.010330,out,0.011006,true,0.014658,true,-0.000676,true,0.000000
133,8.405743,4.056250,0,out,0.028046,out,0.015298,out,0.012837,out,0.028046,true,-0.012748,true,-0.015208,true,-0.000000
134,2.158635,2.063190,1,in,0.983759,out,0.022203,out,0.012809,in,0.983759,false,-0.961556,false,-0.970950,true,0.000000
135,9.480856,7.113324,1,in,0.928685,out,0.027470,out,0.012839,in,0.928685,false,-0.901215,false,-0.915846,true,0.000000
136,6.576892,6.386694,1,in,0.966108,out,0.029588,out,0.012839,in,0.966108,false,-0.936520,false,-0.953269,true,0.000000
137,10.597416,5.263342,1,in,0.607005,out,0.011111,out,0.012860,in,0.607005,false,-0.595894,false,-0.594145,true,0.000000
138,1.378427,7.646440,0,out,0.011013,out,0.023645,out,0.012623,out,0.011013,true,0.012632,true,0.001610,true,0.000000
139,10.564462,3.910313,0,out,0.067362,out,0.011020,out,0.012880,out,0.067362,true,-0.056343,true,-0.054482,true,0.000000
140,7.101175,3.243074,0,out,0.013308,out,0.021786,out,0.012827,out,0.013308,true,0.008477,true,-0.000481,true,0.000000
141,5.338906,2.871996,0,out,0.015227,out,0.028904,out,0.012814,out,0.015227,true,0.013677,true,-0.002413,true,0.000000
142,5.658882,2.825014,0,out,0.013594,out,0.028256,out,0.012816,out,0.013594,true,0.014662,true,-0.000778,true,0.000000
143,8.262826,9.562778,1,in,0.887188,out,0.029663,out,0.012945,in,0.887188,false,-0.857525,false,-0.874243,true,0.000000
144,4.145586,1.838987,1,in,0.936825,out,0.028940,out,0.012809,in,0.936826,false,-0.907885,false,-0.924016,true,0.000000
145,8.968870,7.061706,1,in,0.977315,out,0.028648,out,0.012838,in,0.977315,false,-0.948667,false,-0.964477,true,0.000000
146,0.636477,6.829501,0,out,0.011017,out,0.011241,out,0.012347,out,0.011017,true,0.000223,true,0.001330,true,0.000000
147,10.152932,9.057529,0,out,0.141901,out,0.029185,out,0.012866,out,0.141901,true,-0.112716,true,-0.129035,true,0.000000
148,3.686658,10.478230,0,out,0.010960,out,0.030334,out,0.013703,out,0.010960,true,0.019374,true,0.002743,true,0.000000
149,6.598948,10.168039,0,out,0.006997,out,0.029849,out,0.013188,out,0.006997,true,0.022852,true,0.006192,true,0.000000
150,9.731436,3.370727,0,out,0.022855,out,0.011026,out,0.012870,out,0.022855,true,-0.011828,true,-0.009985,true,0.000000
151,7.519622,7.807403,1,in,0.987071,out,0.029606,out,0.012866,in,0.987071,false,-0.957465,false,-0.974205,true,0.000000
152,4.331393,10.113495,0,out,0.010918,out,0.030149,out,0.013628,out,0.010918,true,0.019232,true,0.002710,true,0.000000
153,2.759738,0.846597,0,out,0.456470,out,0.023666,out,0.012796,out,0.456470,true,-0.432804,true,-0.443674,true,0.000000
154,0.547059,11.400453,0,out,0.011010,out,0.011155,out,0.009318,out,0.011010,true,0.000145,true,-0.001692,true,0.000000
155,6.604028,0.401238,0,out,0.011186,out,0.011089,out,0.012850,out,0.011186,true,-0.000097,true,0.001664,true,0.000000
156,1.424193,0.809496,0,out,0.169551,out,0.012481,out,0.012687,out,0.169551,true,-0.157070,true,-0.156864,true,-0.000000
157,1.947055,1.818350,1,in,0.978405,out,0.019300,out,0.012809,in,0.978405,false,-0.959105,false,-0.965596,true,0.000000
158,9.506060,8.270994,0,in,0.606324,out,0.029179,out,0.012853,in,0.606324,false,-0.577146,false,-0.593471,true,0.000000
159,3.488734,8.428966,0,out,0.011002,out,0.030021,out,0.013187,out,0.011002,true,0.019019,true,0.002185,true,0.000000
160,9.125493,9.013988,0,in,0.580329,out,0.029537,out,0.012881,in,0.580330,false,-0.550792,false,-0.567448,true,0.000001
161,11.276329,6.677030,0,out,0.150540,out,0.011622,out,0.012856,out,0.150540,true,-0.138918,true,-0.137684,true,0.000000
162,8.068333,4.620655,0,out,0.233284,out,0.023492,out,0.012830,out,0.233283,true,-0.209791,true,-0.220454,true,-0.000000
163,6.800005,5.417534,1,in,0.921031,out,0.029382,out,0.012825,in,0.921031,false,-0.891650,false,-0.908206,true,0.000000
164,4.671518,6.368940,0,out,0.011639,out,0.029715,out,0.012871,out,0.011639,true,0.018076,true,0.001232,true,0.000000
165,9.243334,4.268392,0,out,0.066873,out,0.011656,out,0.012848,out,0.066873,true,-0.055216,true,-0.054025,true,-0.000000
166,10.953692,9.704353,0,out,0.081150,out,0.028949,out,0.012874,out,0.081150,true,-0.052201,true,-0.068276,true,0.000000
167,6.984017,10.037497,0,out,0.006331,out,0.029799,out,0.013109,out,0.006331,true,0.023468,true,0.006778,true,-0.000000
168,0.335541,11.671211,0,out,0.011010,out,0.011066,out,0.007987,out,0.011010,true,0.000056,true,-0.003023,true,0.000000
169,11.908621,8.277858,0,out,0.078187,out,0.015593,out,0.012856,out,0.078187,true,-0.062594,true,-0.065330,true,0.000000
170,11.872072,9.304782,0,out,0.072881,out,0.024422,out,0.012861,out,0.072881,true,-0.048460,true,-0.060020,true,0.000000
171,11.759104,4.729204,0,out,0.048076,out,0.011017,out,0.012896,out,0.048076,true,-0.037060,true,-0.035180,true,-0.000000
172,3.627258,10.188569,0,out,0.010973,out,0.030290,out,0.013635,out,0.010973,true,0.019317,true,0.002662,true,0.000000
173,2.244531,2.260699,1,in,0.984276,out,0.023539,out,0.012810,in,0.984276,false,-0.960737,false,-0.971466,true,0.000000
174,10.154463,3.160177,0,out,0.026074,out,0.011018,out,0.012884,out,0.026074,true,-0.015056,true,-0.013190,true,-0.000000
175,10.028900,10.375500,0,out,0.096173,out,0.029570,out,0.012930,out,0.096173,true,-0.066603,true,-0.083243,true,0.000000
176,7.398684,8.489656,1,in,0.985385,out,0.029658,out,0.012903,in,0.985385,false,-0.955726,false,-0.972482,true,0.000000
177,1.038540,3.142090,0,out,0.021119,out,0.012465,out,0.012844,out,0.021119,true,-0.008653,true,-0.008275,true,0.000000
178,10.225081,5.600008,1,in,0.875854,out,0.012028,out,0.012850,in,0.875854,false,-0.863826,false,-0.863005,true,0.000000
179,6.178845,7.128117,1,in,0.884367,out,0.029663,out,0.012868,in,0.884367,false,-0.854704,false,-0.871499,true,0.000000
180,6.067906,1.661100,0,out,0.014340,out,0.018742,out,0.012827,out,0.014340,true,0.004402,true,-0.001512,true,0.000000
181,8.169660,11.312000,0,out,0.002575,out,0.029796,out,0.013240,out,0.002575,true,0.027220,true,0.010665,true,0.000000
182,0.355159,3.404567,0,out,0.023078,out,0.011017,out,0.012907,out,0.023078,true,-0.012060,true,-0.010171,true,0.000000
183,10.416517,9.076359,0,out,0.115066,out,0.028963,out,0.012864,out,0.115066,true,-0.086104,true,-0.102203,true,0.000000
184,10.496969,5.963665,1,in,0.685364,out,0.012143,out,0.012850,in,0.685364,false,-0.673222,false,-0.672514,true,0.000000
185,2.170195,8.819345,0,out,0.011010,out,0.030007,out,0.012796,out,0.011010,true,0.018997,true,0.001786,true,0.000000
186,10.223331,1.991210,0,out,0.016734,out,0.011015,out,0.012913,out,0.016734,true,-0.005719,true,-0.003822,true,0.000000
187,1.828360,5.228418,0,out,0.011028,out,0.026830,out,0.012891,out,0.011028,true,0.015802,true,0.001863,true,0.000000
188,3.957634,2.088502,1,in,0.948889,out,0.029057,out,0.012808,in,0.948889,false,-0.919832,false,-0.936081,true,0.000000
189,9.066616,5.445685,1,in,0.970524,out,0.020502,out,0.012836,in,0.970524,false,-0.950021,false,-0.957687,true,0.000000
190,6.413255,6.382575,1,in,0.958679,out,0.029603,out,0.012840,in,0.958679,false,-0.929076,false,-0.945839,true,0.000000
191,10.043335,7.223777,0,in,0.628622,out,0.025053,out,0.012842,in,0.628622,false,-0.603570,false,-0.615781,true,0.000000
192,10.541988,0.546161,0,out,0.009397,out,0.011014,out,0.012970,out,0.009397,true,0.001617,true,0.003573,true,0.000000
193,5.562700,7.072610,0,out,0.031217,out,0.029701,out,0.012881,out,0.031217,true,-0.001516,true,-0.018336,true,-0.000000
194,6.216981,5.549346,1,in,0.904569,out,0.029554,out,0.012827,in,0.904569,false,-0.875015,false,-0.891742,true,-0.000000
195,2.809589,8.216509,0,out,0.011008,out,0.030034,out,0.013169,out,0.011008,true,0.019025,true,0.002161,true,0.000000
196,3.147466,7.512946,0,out,0.011009,out,0.029908,out,0.013050,out,0.011009,true,0.018899,true,0.002041,true,0.000000
197,8.501944,7.628580,1,in,0.981538,out,0.029417,out,0.012848,in,0.981538,false,-0.952120,false,-0.968690,true,0.000000
198,3.812868,3.995627,0,out,0.156094,out,0.029487,out,0.012818,out,0.156094,true,-0.126607,true,-0.143276,true,0.000000
199,5.566451,5.230431,1,in,0.766398,out,0.029598,out,0.012826,in,0.766397,false,-0.736800,false,-0.753572,true,-0.000000
200,6.277978,7.541350,1,in,0.790273,out,0.029680,out,0.012884,in,0.790273,false,-0.760593,false,-0.777388,true,0.000000
201,8.401162,7.615758,1,in,0.983399,out,0.029445,out,0.012848,in,0.983399,false,-0.953954,false,-0.970551,true,0.000000
202,1.110320,3.550076,0,out,0.018929,out,0.013672,out,0.012847,out,0.018929,true,-0.005256,true,-0.006082,true,0.000000
203,1.150453,5.348382,0,out,0.011058,out,0.016568,out,0.012899,out,0.011058,true,0.005510,true,0.001841,true,0.000000
204,8.906595,6.034492,1,in,0.984272,out,0.025958,out,0.012833,in,0.984272,false,-0.958314,false,-0.971439,true,0.000000
205,1.370753,9.499943,0,out,0.011011,out,0.024047,out,0.011115,out,0.011011,true,0.013036,true,0.000104,true,0.000000
206,3.968552,1.094284,1,in,0.868732,out,0.028109,out,0.012810,in,0.868732,false,-0.840624,false,-0.855922,true,-0.000000
