experiment_id,x,y,true_label,before_data_and_weigths_transformation_prediction,before_data_and_weigths_transformation_confidence,after_data_and_before_weigths_transformation_prediction,after_data_and_before_weigths_transformation_confidence,before_data_and_after_weigths_transformation_prediction,before_data_and_after_weigths_transformation_confidence,after_data_and_weigths_transformation_prediction,after_data_and_weigths_transformation_confidence,after_data_and_before_weigths_transformation_prediction_match,after_data_and_before_weigths_transformation_confidence_change,before_data_and_after_weigths_transformation_prediction_match,before_data_and_after_weigths_transformation_confidence_change,after_data_and_weigths_transformation_prediction_match,after_data_and_weigths_transformation_confidence_change
76,11.039322,7.161385,0,out,0.158476,out,0.064464,in,0.981946,out,0.158476,true,-0.094012,false,0.823470,true,-0.000000
77,6.782717,5.100546,1,in,0.826504,out,0.064464,in,0.562710,in,0.826504,false,-0.762040,true,-0.263794,true,0.000000
78,3.716615,1.104270,1,in,0.909040,out,0.048507,out,0.011662,in,0.909040,false,-0.860533,false,-0.897378,true,0.000000
79,0.067135,3.149247,0,out,0.023347,out,0.010981,out,0.011045,out,0.023347,true,-0.012366,true,-0.012302,true,0.000000
80,3.400696,2.467356,1,in,0.982737,out,0.064560,out,0.011681,in,0.982737,false,-0.918177,false,-0.971056,true,0.000000
81,3.179350,2.700514,1,in,0.985247,out,0.064593,out,0.011608,in,0.985247,false,-0.920654,false,-0.973639,true,0.000000
82,4.340220,1.553956,1,in,0.925063,out,0.049893,out,0.012112,in,0.925063,false,-0.875169,false,-0.912951,true,0.000000
83,6.470816,7.249716,1,in,0.959720,out,0.064464,out,0.466083,in,0.959720,false,-0.895255,false,-0.493637,true,0.000000
84,8.218560,1.174004,0,out,0.011170,out,0.048775,out,0.014273,out,0.011170,true,0.037605,true,0.003103,true,0.000000
85,3.501766,5.957501,0,out,0.011018,out,0.000141,out,0.016122,out,0.011018,true,-0.010877,true,0.005104,true,0.000000
86,8.601448,9.433508,1,in,0.776160,out,0.064464,in,0.934683,in,0.776160,false,-0.711696,true,0.158523,true,-0.000000
87,7.800343,7.659984,1,in,0.987179,out,0.064464,in,0.915547,in,0.987179,false,-0.922715,true,-0.071632,true,0.000000
88,3.917901,7.004864,0,out,0.011008,out,0.000141,out,0.018295,out,0.011008,true,-0.010868,true,0.007287,true,0.000000
89,8.008715,9.297461,1,in,0.959473,out,0.064464,in,0.842287,in,0.959473,false,-0.895009,true,-0.117186,true,0.000000
90,5.294621,8.901188,0,out,0.010881,out,0.000141,out,0.031320,out,0.010881,true,-0.010740,true,0.020439,true,0.000000
91,7.816913,10.027620,1,in,0.847312,out,0.064408,in,0.613713,in,0.847312,false,-0.782904,true,-0.233599,true,0.000000
92,10.655522,5.161647,1,in,0.521000,out,0.064438,in,0.932588,in,0.521000,false,-0.456562,true,0.411588,true,-0.000000
93,8.633190,5.027680,1,in,0.839241,out,0.064464,in,0.871274,in,0.839241,false,-0.774777,true,0.032033,true,0.000000
94,1.897440,1.839716,1,in,0.974906,out,0.289298,out,0.011109,in,0.974906,false,-0.685608,false,-0.963797,true,0.000000
95,8.455851,5.172754,1,in,0.918158,out,0.064464,in,0.887909,in,0.918159,false,-0.853694,true,-0.030249,true,0.000000
96,10.624605,5.468290,1,in,0.623535,out,0.064462,in,0.955337,in,0.623536,false,-0.559073,true,0.331802,true,0.000001
97,7.183712,7.380356,1,in,0.985054,out,0.064464,in,0.806267,in,0.985054,false,-0.920590,true,-0.178787,true,0.000000
98,9.288548,7.515033,1,in,0.924127,out,0.064464,in,0.975530,in,0.924127,false,-0.859663,true,0.051403,true,0.000000
99,6.973529,6.865564,1,in,0.980714,out,0.064464,in,0.778057,in,0.980714,false,-0.916250,true,-0.202657,true,0.000000
100,4.319213,0.851646,0,out,0.132206,out,0.048646,out,0.011991,out,0.132206,true,-0.083560,true,-0.120215,true,0.000000
101,10.526747,5.119110,1,in,0.603322,out,0.064440,in,0.927235,in,0.603322,false,-0.538883,true,0.323913,true,-0.000000
102,8.714157,11.896011,0,out,0.017335,out,0.001119,in,0.615231,out,0.017335,true,-0.016216,false,0.597895,true,0.000000
103,4.768979,11.980591,0,out,0.009939,out,0.000141,out,0.019530,out,0.009939,true,-0.009799,true,0.009591,true,0.000000
104,8.405577,9.716316,1,in,0.788023,out,0.064464,in,0.893207,in,0.788022,false,-0.723559,true,0.105184,true,-0.000001
105,6.844038,0.808800,0,out,0.011143,out,0.048773,out,0.013389,out,0.011143,true,0.037630,true,0.002246,true,0.000000
106,10.085470,6.604805,1,in,0.803874,out,0.064464,in,0.976907,in,0.803875,false,-0.739410,true,0.173032,true,0.000000
107,10.195049,3.449563,0,out,0.033063,out,0.048797,out,0.090152,out,0.033063,true,0.015734,true,0.057089,true,0.000000
108,1.766835,7.533540,0,out,0.011013,out,0.000141,out,0.012722,out,0.011013,true,-0.010872,true,0.001709,true,0.000000
109,9.045150,8.777046,1,in,0.733829,out,0.064464,in,0.968615,in,0.733828,false,-0.669365,true,0.234787,true,-0.000001
110,9.004111,6.373930,1,in,0.983347,out,0.064464,in,0.966758,in,0.983347,false,-0.918883,true,-0.016589,true,0.000000
111,3.804068,1.832511,1,in,0.972162,out,0.062606,out,0.011785,in,0.972162,false,-0.909556,false,-0.960377,true,0.000000
112,5.944320,5.363369,1,in,0.850784,out,0.064464,out,0.269606,in,0.850784,false,-0.786320,false,-0.581178,true,-0.000000
113,8.347435,8.326200,1,in,0.974606,out,0.064464,in,0.945970,in,0.974606,false,-0.910142,true,-0.028636,true,0.000000
114,7.758472,0.694167,0,out,0.010966,out,0.048712,out,0.013591,out,0.010966,true,0.037746,true,0.002625,true,0.000000
115,8.078696,6.939363,1,in,0.987166,out,0.064464,in,0.946684,in,0.987166,false,-0.922702,true,-0.040482,true,0.000000
116,8.970793,5.313592,1,in,0.957494,out,0.064464,in,0.925834,in,0.957494,false,-0.893030,true,-0.031660,true,0.000000
117,7.183748,8.008221,1,in,0.985212,out,0.064464,in,0.724584,in,0.985212,false,-0.920748,true,-0.260628,true,0.000000
118,7.240967,7.961447,1,in,0.985827,out,0.064464,in,0.757346,in,0.985827,false,-0.921363,true,-0.228480,true,0.000000
119,2.814556,1.675311,1,in,0.985185,out,0.066210,out,0.011292,in,0.985185,false,-0.918974,false,-0.973892,true,0.000000
120,10.051100,5.517099,1,in,0.919906,out,0.064464,in,0.954980,in,0.919906,false,-0.855442,true,0.035074,true,-0.000000
121,10.819250,0.121430,0,out,0.009106,out,0.000012,out,0.013436,out,0.009106,true,-0.009094,true,0.004329,true,0.000000
122,1.477404,1.007259,1,in,0.722010,in,0.808817,out,0.011075,in,0.722010,true,0.086807,false,-0.710934,true,-0.000000
123,2.035140,2.121098,1,in,0.978011,out,0.087076,out,0.011133,in,0.978011,false,-0.890935,false,-0.966878,true,0.000000
124,7.101886,2.892488,0,out,0.012438,out,0.054629,out,0.025525,out,0.012438,true,0.042191,true,0.013087,true,0.000000
125,11.010770,3.352113,0,out,0.045985,out,0.048775,out,0.071259,out,0.045985,true,0.002791,true,0.025275,true,0.000000
126,5.547883,8.675940,0,out,0.010886,out,0.000141,out,0.043711,out,0.010886,true,-0.010745,true,0.032825,true,0.000000
127,8.951601,6.799499,1,in,0.981261,out,0.064464,in,0.969640,in,0.981261,false,-0.916797,true,-0.011621,true,0.000000
128,0.794259,7.262157,0,out,0.011015,out,0.000138,out,0.012259,out,0.011015,true,-0.010877,true,0.001244,true,0.000000
129,3.303117,2.185158,1,in,0.984769,out,0.064644,out,0.011543,in,0.984769,false,-0.920124,false,-0.973226,true,0.000000
130,5.567678,5.895504,1,in,0.781442,out,0.064464,out,0.161558,in,0.781442,false,-0.716978,false,-0.619885,true,0.000000
131,0.143556,1.958001,0,out,0.014215,out,0.011012,out,0.011024,out,0.014215,true,-0.003203,true,-0.003191,true,0.000000
132,1.429723,11.378531,0,out,0.011006,out,0.000141,out,0.016222,out,0.011006,true,-0.010865,true,0.005216,true,0.000000
133,8.405743,4.056250,0,out,0.028046,out,0.064328,out,0.312735,out,0.028046,true,0.036283,true,0.284689,true,0.000000
134,2.158635,2.063190,1,in,0.983759,out,0.078268,out,0.011150,in,0.983759,false,-0.905491,false,-0.972609,true,0.000000
135,9.480856,7.113324,1,in,0.928685,out,0.064464,in,0.976300,in,0.928684,false,-0.864221,true,0.047616,true,-0.000000
136,6.576892,6.386694,1,in,0.966108,out,0.064464,in,0.637879,in,0.966108,false,-0.901644,true,-0.328229,true,0.000000
137,10.597416,5.263342,1,in,0.607005,out,0.064455,in,0.941894,in,0.607005,false,-0.542550,true,0.334889,true,0.000000
138,1.378427,7.646440,0,out,0.011013,out,0.000140,out,0.012607,out,0.011013,true,-0.010873,true,0.001593,true,0.000000
139,10.564462,3.910313,0,out,0.067362,out,0.049085,out,0.283741,out,0.067362,true,-0.018277,true,0.216378,true,0.000000
140,7.101175,3.243074,0,out,0.013308,out,0.063321,out,0.037927,out,0.013308,true,0.050012,true,0.024619,true,0.000000
141,5.338906,2.871996,0,out,0.015227,out,0.064378,out,0.016425,out,0.015227,true,0.049151,true,0.001198,true,0.000000
142,5.658882,2.825014,0,out,0.013594,out,0.064108,out,0.017421,out,0.013594,true,0.050514,true,0.003827,true,0.000000
143,8.262826,9.562778,1,in,0.887188,out,0.064464,in,0.877762,in,0.887188,false,-0.822724,true,-0.009426,true,0.000000
144,4.145586,1.838987,1,in,0.936825,out,0.059755,out,0.012048,in,0.936826,false,-0.877071,false,-0.924778,true,0.000000
145,8.968870,7.061706,1,in,0.977315,out,0.064464,in,0.970976,in,0.977316,false,-0.912851,true,-0.006340,true,0.000000
146,0.636477,6.829501,0,out,0.011017,out,0.000131,out,0.012026,out,0.011017,true,-0.010886,true,0.001009,true,0.000000
147,10.152932,9.057529,0,out,0.141901,out,0.064464,in,0.981697,out,0.141901,true,-0.077437,false,0.839796,true,0.000000
148,3.686658,10.478230,0,out,0.010960,out,0.000141,out,0.016281,out,0.010960,true,-0.010819,true,0.005321,true,0.000000
149,6.598948,10.168039,0,out,0.006997,out,0.000141,out,0.081976,out,0.006997,true,-0.006856,true,0.074979,true,0.000000
150,9.731436,3.370727,0,out,0.022855,out,0.048830,out,0.075010,out,0.022855,true,0.025975,true,0.052156,true,0.000000
151,7.519622,7.807403,1,in,0.987071,out,0.064464,in,0.861795,in,0.987071,false,-0.922607,true,-0.125276,true,-0.000000
152,4.331393,10.113495,0,out,0.010918,out,0.000141,out,0.017749,out,0.010918,true,-0.010777,true,0.006831,true,0.000000
153,2.759738,0.846597,0,out,0.456470,out,0.036822,out,0.011298,out,0.456470,true,-0.419648,true,-0.445172,true,0.000000
154,0.547059,11.400453,0,out,0.011010,out,0.000141,out,0.016481,out,0.011010,true,-0.010870,true,0.005471,true,0.000000
155,6.604028,0.401238,0,out,0.011186,out,0.019368,out,0.013070,out,0.011186,true,0.008182,true,0.001885,true,0.000000
156,1.424193,0.809496,0,out,0.169551,out,0.030899,out,0.011075,out,0.169551,true,-0.138652,true,-0.158475,true,-0.000000
157,1.947055,1.818350,1,in,0.978405,out,0.221183,out,0.011115,in,0.978405,false,-0.757223,false,-0.967290,true,0.000000
158,9.506060,8.270994,0,in,0.606324,out,0.064464,in,0.977547,in,0.606323,false,-0.541860,true,0.371223,true,-0.000001
159,3.488734,8.428966,0,out,0.011002,out,0.000141,out,0.015217,out,0.011002,true,-0.010861,true,0.004215,true,0.000000
160,9.125493,9.013988,0,in,0.580329,out,0.064464,in,0.968837,in,0.580329,false,-0.515865,true,0.388508,true,0.000000
161,11.276329,6.677030,0,out,0.150540,out,0.064464,in,0.979930,out,0.150540,true,-0.086076,false,0.829390,true,0.000000
162,8.068333,4.620655,0,out,0.233284,out,0.064464,in,0.662383,out,0.233284,true,-0.168820,false,0.429100,true,0.000000
163,6.800005,5.417534,1,in,0.921031,out,0.064464,in,0.659251,in,0.921031,false,-0.856567,true,-0.261780,true,0.000000
164,4.671518,6.368940,0,out,0.011639,out,0.015019,out,0.036011,out,0.011639,true,0.003380,true,0.024372,true,0.000000
165,9.243334,4.268392,0,out,0.066873,out,0.064094,in,0.540170,out,0.066873,true,-0.002779,false,0.473297,true,0.000000
166,10.953692,9.704353,0,out,0.081150,out,0.064464,in,0.984752,out,0.081150,true,-0.016686,false,0.903602,true,0.000000
167,6.984017,10.037497,0,out,0.006331,out,0.000144,out,0.169841,out,0.006331,true,-0.006187,true,0.163510,true,-0.000000
168,0.335541,11.671211,0,out,0.011010,out,0.000141,out,0.017008,out,0.011010,true,-0.010870,true,0.005997,true,0.000000
169,11.908621,8.277858,0,out,0.078187,out,0.064464,in,0.985196,out,0.078187,true,-0.013722,false,0.907009,true,0.000000
170,11.872072,9.304782,0,out,0.072881,out,0.064464,in,0.986195,out,0.072881,true,-0.008417,false,0.913313,true,0.000000
171,11.759104,4.729204,0,out,0.048076,out,0.053180,in,0.843352,out,0.048076,true,0.005104,false,0.795276,true,-0.000000
172,3.627258,10.188569,0,out,0.010973,out,0.000141,out,0.016001,out,0.010973,true,-0.010832,true,0.005028,true,0.000000
173,2.244531,2.260699,1,in,0.984276,out,0.070127,out,0.011174,in,0.984276,false,-0.914149,false,-0.973102,true,0.000000
174,10.154463,3.160177,0,out,0.026074,out,0.048777,out,0.049961,out,0.026074,true,0.022703,true,0.023887,true,0.000000
175,10.028900,10.375500,0,out,0.096173,out,0.064464,in,0.977195,out,0.096173,true,-0.031709,false,0.881022,true,0.000000
176,7.398684,8.489656,1,in,0.985385,out,0.064464,in,0.738892,in,0.985385,false,-0.920920,true,-0.246493,true,0.000000
177,1.038540,3.142090,0,out,0.021119,out,0.000080,out,0.011085,out,0.021119,true,-0.021039,true,-0.010034,true,0.000000
178,10.225081,5.600008,1,in,0.875854,out,0.064464,in,0.959571,in,0.875854,false,-0.811390,true,0.083716,true,0.000000
179,6.178845,7.128117,1,in,0.884367,out,0.064464,out,0.316562,in,0.884367,false,-0.819903,false,-0.567805,true,0.000000
180,6.067906,1.661100,0,out,0.014340,out,0.048782,out,0.013844,out,0.014340,true,0.034443,true,-0.000496,true,0.000000
181,8.169660,11.312000,0,out,0.002575,out,0.000234,out,0.460326,out,0.002575,true,-0.002342,true,0.457750,true,0.000000
182,0.355159,3.404567,0,out,0.023078,out,0.010220,out,0.011066,out,0.023078,true,-0.012858,true,-0.012012,true,0.000000
183,10.416517,9.076359,0,out,0.115066,out,0.064464,in,0.983000,out,0.115066,true,-0.050602,false,0.867934,true,0.000000
184,10.496969,5.963665,1,in,0.685364,out,0.064464,in,0.970653,in,0.685364,false,-0.620900,true,0.285288,true,-0.000001
185,2.170195,8.819345,0,out,0.011010,out,0.000141,out,0.013626,out,0.011010,true,-0.010869,true,0.002616,true,0.000000
186,10.223331,1.991210,0,out,0.016734,out,0.048775,out,0.017361,out,0.016734,true,0.032040,true,0.000627,true,0.000000
187,1.828360,5.228418,0,out,0.011028,out,0.000136,out,0.011854,out,0.011028,true,-0.010892,true,0.000825,true,0.000000
188,3.957634,2.088502,1,in,0.948889,out,0.063982,out,0.011984,in,0.948889,false,-0.884908,false,-0.936905,true,0.000000
189,9.066616,5.445685,1,in,0.970524,out,0.064464,in,0.938793,in,0.970524,false,-0.906060,true,-0.031731,true,0.000000
190,6.413255,6.382575,1,in,0.958679,out,0.064464,in,0.550379,in,0.958679,false,-0.894215,true,-0.408300,true,0.000000
191,10.043335,7.223777,0,in,0.628622,out,0.064464,in,0.979719,in,0.628622,false,-0.564158,true,0.351097,true,0.000000
192,10.541988,0.546161,0,out,0.009397,out,0.026149,out,0.013720,out,0.009397,true,0.016752,true,0.004323,true,0.000000
193,5.562700,7.072610,0,out,0.031217,out,0.064360,out,0.105350,out,0.031217,true,0.033143,true,0.074134,true,0.000000
194,6.216981,5.549346,1,in,0.904569,out,0.064464,out,0.419408,in,0.904569,false,-0.840105,false,-0.485161,true,0.000000
195,2.809589,8.216509,0,out,0.011008,out,0.000141,out,0.013902,out,0.011008,true,-0.010867,true,0.002893,true,0.000000
196,3.147466,7.512946,0,out,0.011009,out,0.000141,out,0.014406,out,0.011009,true,-0.010868,true,0.003397,true,0.000000
197,8.501944,7.628580,1,in,0.981538,out,0.064464,in,0.960958,in,0.981538,false,-0.917074,true,-0.020579,true,0.000000
198,3.812868,3.995627,0,out,0.156094,out,0.064467,out,0.014535,out,0.156094,true,-0.091628,true,-0.141559,true,0.000000
199,5.566451,5.230431,1,in,0.766398,out,0.064464,out,0.138709,in,0.766398,false,-0.701934,false,-0.627689,true,-0.000000
200,6.277978,7.541350,1,in,0.790273,out,0.064463,out,0.296647,in,0.790273,false,-0.725810,false,-0.493626,true,0.000000
201,8.401162,7.615758,1,in,0.983399,out,0.064464,in,0.957542,in,0.983399,false,-0.918935,true,-0.025858,true,0.000000
202,1.110320,3.550076,0,out,0.018929,out,0.000022,out,0.011128,out,0.018929,true,-0.018906,true,-0.007801,true,0.000000
203,1.150453,5.348382,0,out,0.011058,out,0.000118,out,0.011589,out,0.011058,true,-0.010940,true,0.000531,true,0.000000
204,8.906595,6.034492,1,in,0.984272,out,0.064464,in,0.959719,in,0.984272,false,-0.919808,true,-0.024553,true,0.000000
205,1.370753,9.499943,0,out,0.011011,out,0.000141,out,0.013915,out,0.011011,true,-0.010870,true,0.002904,true,0.000000
206,3.968552,1.094284,1,in,0.868732,out,0.048617,out,0.011798,in,0.868732,false,-0.820115,false,-0.856935,true,0.000000
207,9.699667,0.348305,0,out,0.010533,out,0.000015,out,0.013556,out,0.010533,true,-0.010517,true,0.003023,true,0.000000
